index	STRING_id
544	10090.ENSMUSP00000005509
545	10090.ENSMUSP00000005532
546	10090.ENSMUSP00000005548
547	10090.ENSMUSP00000005583
548	10090.ENSMUSP00000005592
549	10090.ENSMUSP00000005600
550	10090.ENSMUSP00000005601
551	10090.ENSMUSP00000005606
552	10090.ENSMUSP00000005607
553	10090.ENSMUSP00000005611
554	10090.ENSMUSP00000005620
555	10090.ENSMUSP00000005630
556	10090.ENSMUSP00000005647
557	10090.ENSMUSP00000005651
558	10090.ENSMUSP00000005669
559	10090.ENSMUSP00000005671
560	10090.ENSMUSP00000005678
561	10090.ENSMUSP00000005692
562	10090.ENSMUSP00000005705
563	10090.ENSMUSP00000005711
564	10090.ENSMUSP00000005714
565	10090.ENSMUSP00000005749
566	10090.ENSMUSP00000005791
567	10090.ENSMUSP00000005798
568	10090.ENSMUSP00000005810
569	10090.ENSMUSP00000005815
570	10090.ENSMUSP00000005817
571	10090.ENSMUSP00000005820
572	10090.ENSMUSP00000005825
573	10090.ENSMUSP00000005826
574	10090.ENSMUSP00000005829
575	10090.ENSMUSP00000005830
576	10090.ENSMUSP00000005841
577	10090.ENSMUSP00000005860
578	10090.ENSMUSP00000005862
579	10090.ENSMUSP00000005889
580	10090.ENSMUSP00000005923
581	10090.ENSMUSP00000005950
582	10090.ENSMUSP00000005952
583	10090.ENSMUSP00000005954
584	10090.ENSMUSP00000005964
585	10090.ENSMUSP00000005976
586	10090.ENSMUSP00000006005
587	10090.ENSMUSP00000006020
588	10090.ENSMUSP00000006027
589	10090.ENSMUSP00000006035
590	10090.ENSMUSP00000006037
591	10090.ENSMUSP00000006046
592	10090.ENSMUSP00000006053
593	10090.ENSMUSP00000006071
594	10090.ENSMUSP00000006101
595	10090.ENSMUSP00000006104
596	10090.ENSMUSP00000006105
597	10090.ENSMUSP00000006112
598	10090.ENSMUSP00000006123
599	10090.ENSMUSP00000006128
600	10090.ENSMUSP00000006136
601	10090.ENSMUSP00000006137
602	10090.ENSMUSP00000006151
603	10090.ENSMUSP00000006178
604	10090.ENSMUSP00000006181
605	10090.ENSMUSP00000006217
606	10090.ENSMUSP00000006221
607	10090.ENSMUSP00000006235
608	10090.ENSMUSP00000006254
609	10090.ENSMUSP00000006286
610	10090.ENSMUSP00000006293
611	10090.ENSMUSP00000006301
612	10090.ENSMUSP00000006303
613	10090.ENSMUSP00000006311
614	10090.ENSMUSP00000006341
615	10090.ENSMUSP00000006353
616	10090.ENSMUSP00000006367
617	10090.ENSMUSP00000006377
618	10090.ENSMUSP00000006378
619	10090.ENSMUSP00000006381
620	10090.ENSMUSP00000006392
621	10090.ENSMUSP00000006397
622	10090.ENSMUSP00000006424
623	10090.ENSMUSP00000006431
624	10090.ENSMUSP00000006435
625	10090.ENSMUSP00000006444
626	10090.ENSMUSP00000006451
627	10090.ENSMUSP00000006476
628	10090.ENSMUSP00000006478
629	10090.ENSMUSP00000006508
630	10090.ENSMUSP00000006544
631	10090.ENSMUSP00000006556
632	10090.ENSMUSP00000006557
633	10090.ENSMUSP00000006559
634	10090.ENSMUSP00000006565
635	10090.ENSMUSP00000006578
636	10090.ENSMUSP00000006587
637	10090.ENSMUSP00000006614
638	10090.ENSMUSP00000006618
639	10090.ENSMUSP00000006625
640	10090.ENSMUSP00000006626
641	10090.ENSMUSP00000006629
642	10090.ENSMUSP00000006638
643	10090.ENSMUSP00000006660
644	10090.ENSMUSP00000006662
645	10090.ENSMUSP00000006664
646	10090.ENSMUSP00000006669
647	10090.ENSMUSP00000006679
648	10090.ENSMUSP00000006687
649	10090.ENSMUSP00000006692
650	10090.ENSMUSP00000006697
